nimi,gml_id,kunta,vuosi,namn,name,municipality_name_fi,municipality_name_sv,municipality_name_en,kuntaryhmitys_code,kuntaryhmitys_name_fi,kuntaryhmitys_name_sv,kuntaryhmitys_name_en,avi_code,avi_name_fi,avi_name_sv,avi_name_en,ely_code,ely_name_fi,ely_name_sv,ely_name_en,maakunta_code,maakunta_name_fi,maakunta_name_sv,maakunta_name_en,kielisuhde_code,kielisuhde_name_fi,kielisuhde_name_sv,kielisuhde_name_en,seutukunta_code,seutukunta_name_fi,seutukunta_name_sv,seutukunta_name_en,year,suuralue_code,suuralue_name_fi,suuralue_name_sv,suuralue_name_en,sairaanhoitop_code,sairaanhoitop_name_fi,sairaanhoitop_name_sv,sairaanhoitop_name_en,nuts1_code,nuts1_name_fi,nuts1_name_sv,nuts1_name_en,nuts2_code,nuts2_name_fi,nuts2_name_sv,nuts2_name_en,nuts3_code,nuts3_name_fi,nuts3_name_sv,nuts3_name_en,vaalipiiri_code,vaalipiiri_name_fi,vaalipiiri_name_sv,vaalipiiri_name_en,hyvinvointialue_code,hyvinvointialue_name_fi,hyvinvointialue_name_sv,hyvinvointialue_name_en,municipality_code,kunta_name,name_fi,name_sv,erva_code,erva_name_fi,erva_name_sv,erva_name_en,kela_vakuutuspiiri_name_fi,kela_vakuutuspiiri_code,kela_vakuutuspiiri_name_sv,kela_vakuutuspiiri_name_en,kela_asumistukialue_name_fi,kela_asumistukialue_code,kela_asumistukialue_name_sv,kela_asumistukialue_name_en,pienituloisuusaste,mokit_lkm,lights_mean
Lapinlahti,kunta4500k_2022.128,"402","2022",Lapinlahti,Lapinlahti,Lapinlahti,Lapinlahti,Lapinlahti,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"8",Pohjois-Savon ELY-keskus,NTM-centralen i Norra Savolax,North Savo ELY Centre,"11",Pohjois-Savo,Norra Savolax,North Savo,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"111",Ylä-Savo,Norra Savolax,Ylä-Savo,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"13",Pohjois-Savon SHP,Norra Savolax SVD,North Savo Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D2,Pohjois-Savo,Norra Savolax,North Savo,"9",Savo-Karjalan vaalipiiri,Savolax-Karelens valkrets,Savo-Karelia constituency,"13",Pohjois-Savon hyvinvointialue,Norra Savolax välfärdsområde,North Savo wellbeing services county,"402",Lapinlahti,Lapinlahti,Lapinlahti,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,16.1,"1590",5.76218608874711
Lappajärvi,kunta4500k_2022.129,"403","2022",Lappajärvi,Lappajärvi,Lappajärvi,Lappajärvi,Lappajärvi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"11",Etelä-Pohjanmaan ELY-keskus,NTM-centralen i Södra Österbotten,South Ostrobothnia ELY Centre,"14",Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"146",Järviseutu,Järviseutu,Järviseutu,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"15",Etelä-Pohjanmaan SHP,Syd-Österbottens SVD,South Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI194,Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"16",Etelä-Pohjanmaan hyvinvointialue,Södra Österbottens välfärdsområde,South Ostrobothnia wellbeing services county,"403",Lappajärvi,Lappajärvi,Lappajärvi,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,15.9,"1220",2.82977408653981
Lappeenranta,kunta4500k_2022.130,"405","2022",Villmanstrand,Lappeenranta,Lappeenranta,Villmanstrand,Lappeenranta,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"6",Kaakkois-Suomen ELY-keskus,NTM-centralen i Sydöstra Finland,Southeast Finland  ELY Centre,"9",Etelä-Karjala,Södra Karelen,South Karelia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"91",Lappeenranta,Villmanstrand,Lappeenranta,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"9",Etelä-Karjalan SHP,Södra Karelens SVD,South Karelia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C5,Etelä-Karjala,Södra Karelen,South Karelia,"8",Kaakkois-Suomen vaalipiiri,Sydöstra Finlands valkrets,Southeast Finland constituency,"11",Etelä-Karjalan hyvinvointialue,Södra Karelens välfärdsområde,South Karelia wellbeing services county,"405",Lappeenranta,Lappeenranta,Villmanstrand,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,III kuntaryhmä,3,Kommungrupp III,Municipality in category III,17.6,"3079",8.81567062748497
Lapua,kunta4500k_2022.132,"408","2022",Lappo,Lapua,Lapua,Lappo,Lapua,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"11",Etelä-Pohjanmaan ELY-keskus,NTM-centralen i Södra Österbotten,South Ostrobothnia ELY Centre,"14",Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"142",Seinäjoki,Seinäjoki,Seinäjoki,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"15",Etelä-Pohjanmaan SHP,Syd-Österbottens SVD,South Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI194,Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"16",Etelä-Pohjanmaan hyvinvointialue,Södra Österbottens välfärdsområde,South Ostrobothnia wellbeing services county,"408",Lapua,Lapua,Lappo,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,11.4,"649",6.45490981245333
Laukaa,kunta4500k_2022.133,"410","2022",Laukas,Laukaa,Laukaa,Laukas,Laukaa,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"10",Keski-Suomen ELY-keskus,NTM-centralen i Mellersta Finland,Central Finland ELY Centre,"13",Keski-Suomi,Mellersta Finland,Central Finland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"131",Jyväskylä,Jyväskylä,Jyväskylä,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"14",Keski-Suomen SHP,Mellersta Finlands SVD,Central Finland Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI193,Keski-Suomi,Mellersta Finland,Central Finland,"11",Keski-Suomen vaalipiiri,Mellersta Finlands valkrets,Central Finland constituency,"15",Keski-Suomen hyvinvointialue,Mellersta Finlands välfärdsområde,Central Finland wellbeing services county,"410",Laukaa,Laukaa,Laukas,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,10.3,"1711",3.57065578184031
Lemi,kunta4500k_2022.134,"416","2022",Lemi,Lemi,Lemi,Lemi,Lemi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"6",Kaakkois-Suomen ELY-keskus,NTM-centralen i Sydöstra Finland,Southeast Finland  ELY Centre,"9",Etelä-Karjala,Södra Karelen,South Karelia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"91",Lappeenranta,Villmanstrand,Lappeenranta,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"9",Etelä-Karjalan SHP,Södra Karelens SVD,South Karelia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C5,Etelä-Karjala,Södra Karelen,South Karelia,"8",Kaakkois-Suomen vaalipiiri,Sydöstra Finlands valkrets,Southeast Finland constituency,"11",Etelä-Karjalan hyvinvointialue,Södra Karelens välfärdsområde,South Karelia wellbeing services county,"416",Lemi,Lemi,Lemi,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,11.8,"1380",2.30251699476911
Lemland,kunta4500k_2022.135,"417","2022",Lemland,Lemland,Lemland,Lemland,Lemland,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"7",Ahvenanmaan valtionvirasto,Statens ämbetsverk på Åland,State Department of Åland,"16",Ahvenanmaa,Åland,Åland,"21",Ahvenanmaa,Åland,Åland,"2",Yksikielinen ruotsinkielinen kunta,Enspråkig svensk kommun,Monolingual Swedish-speaking municipality,"212",Ålands landsbygd,Ålands landsbygd,Ålands landsbygd,2022,"5",Ahvenanmaa,Åland,Åland,"0",Ahvenanmaa,Åland,Åland,FI2,ÅLAND,ÅLAND,ÅLAND,FI20,Åland,Åland,Åland,FI200,Åland,Åland,Åland,"5",Ahvenanmaan maakunnan vaalipiiri,Landskapet Ålands valkrets,Åland constituency,"91",Ahvenanmaa,Åland,Åland,"417",Lemland,Lemland,Lemland,"6",Ahvenanmaa,Åland,Åland,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,8.5,"996",1.03500980482652
Lempäälä,kunta4500k_2022.136,"418","2022",Lempäälä,Lempäälä,Lempäälä,Lempäälä,Lempäälä,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"5",Pirkanmaan ELY-keskus,NTM-centralen i Birkaland,Pirkanmaa ELY Centre,"6",Pirkanmaa,Birkaland,Pirkanmaa,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"64",Tampere,Tammerfors,Tampere,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"6",Pirkanmaan SHP,Birkalands SVD,Pirkanmaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI197,Pirkanmaa,Birkaland,Pirkanmaa,"7",Pirkanmaan vaalipiiri,Birkalands valkrets,Pirkanmaa constituency,"8",Pirkanmaan hyvinvointialue,Birkalands välfärdsområde,Pirkanmaa wellbeing services county,"418",Lempäälä,Lempäälä,Lempäälä,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,8.3,"1113",5.06867655267411
Leppävirta,kunta4500k_2022.137,"420","2022",Leppävirta,Leppävirta,Leppävirta,Leppävirta,Leppävirta,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"8",Pohjois-Savon ELY-keskus,NTM-centralen i Norra Savolax,North Savo ELY Centre,"11",Pohjois-Savo,Norra Savolax,North Savo,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"114",Varkaus,Varkaus,Varkaus,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"13",Pohjois-Savon SHP,Norra Savolax SVD,North Savo Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D2,Pohjois-Savo,Norra Savolax,North Savo,"9",Savo-Karjalan vaalipiiri,Savolax-Karelens valkrets,Savo-Karelia constituency,"13",Pohjois-Savon hyvinvointialue,Norra Savolax välfärdsområde,North Savo wellbeing services county,"420",Leppävirta,Leppävirta,Leppävirta,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,12.9,"3273",4.70081439938615
Lestijärvi,kunta4500k_2022.138,"421","2022",Lestijärvi,Lestijärvi,Lestijärvi,Lestijärvi,Lestijärvi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"12",Pohjanmaan ELY-keskus,NTM-centralen i Österbotten,Ostrobothnia ELY Centre,"16",Keski-Pohjanmaa,Mellersta Österbotten,Central Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"161",Kaustinen,Kaustby,Kaustinen,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"17",Keski-Pohjanmaan SHP,Mellersta Österbottens SVD,Central Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,Central Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"18",Keski-Pohjanmaan hyvinvointialue,Mellersta Österbottens välfärdsområde,Central Ostrobothnia wellbeing services county,"421",Lestijärvi,Lestijärvi,Lestijärvi,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,16.6,"468",1.59326067566872
Lieksa,kunta4500k_2022.139,"422","2022",Lieksa,Lieksa,Lieksa,Lieksa,Lieksa,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"9",Pohjois-Karjalan ELY-keskus,NTM-centralen i Norra Karelen,North Karelia ELY Centre,"12",Pohjois-Karjala,Norra Karelen,North Karelia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"125",Pielisen Karjala,Pielisen Karjala,Pielisen Karjala,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"12",Pohjois-Karjalan SHP,Norra Karelens SVD,North Karelia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D3,Pohjois-Karjala,Norra Karelen,North Karelia,"9",Savo-Karjalan vaalipiiri,Savolax-Karelens valkrets,Savo-Karelia constituency,"14",Pohjois-Karjalan hyvinvointialue,Norra Karelens välfärdsområde,North Karelia wellbeing services county,"422",Lieksa,Lieksa,Lieksa,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,21,"2744",7.02142109402588
Lieto,kunta4500k_2022.140,"423","2022",Lundo,Lieto,Lieto,Lundo,Lieto,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"2",Varsinais-Suomen ELY-keskus,NTM-centralen i Egentliga Finland,Southwest Finland ELY Centre,"2",Varsinais-Suomi,Egentliga Finland,Southwest Finland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"23",Turku,Åbo,Turku,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"3",Varsinais-Suomen SHP,Egentliga Finlands SVD,Southwest Finland Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C1,Varsinais-Suomi,Egentliga Finland,Southwest Finland,"3",Varsinais-Suomen vaalipiiri,Egentliga Finlands valkrets,Varsinais-Suomi constituency,"5",Varsinais-Suomen hyvinvointialue,Egentliga Finlands välfärdsområde,Southwest Finland wellbeing services county,"423",Lieto,Lieto,Lundo,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,6.5,"253",3.73534408938692
Liminka,kunta4500k_2022.141,"425","2022",Limingo,Liminka,Liminka,Limingo,Liminka,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"171",Oulu,Uleåborg,Oulu,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"425",Liminka,Liminka,Limingo,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,9.3,"151",6.01539589214792
Liperi,kunta4500k_2022.142,"426","2022",Libelits,Liperi,Liperi,Libelits,Liperi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"9",Pohjois-Karjalan ELY-keskus,NTM-centralen i Norra Karelen,North Karelia ELY Centre,"12",Pohjois-Karjala,Norra Karelen,North Karelia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"122",Joensuu,Joensuu,Joensuu,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"12",Pohjois-Karjalan SHP,Norra Karelens SVD,North Karelia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D3,Pohjois-Karjala,Norra Karelen,North Karelia,"9",Savo-Karjalan vaalipiiri,Savolax-Karelens valkrets,Savo-Karelia constituency,"14",Pohjois-Karjalan hyvinvointialue,Norra Karelens välfärdsområde,North Karelia wellbeing services county,"426",Liperi,Liperi,Libelits,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,13.3,"2509",6.94544804502733
Lohja,kunta4500k_2022.151,"444","2022",Lojo,Lohja,Lohja,Lojo,Lohja,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"1",Uudenmaan ELY-keskus,NTM-centralen i Nyland,Uusimaa ELY Centre,"1",Uusimaa,Nyland,Uusimaa,"1","Kaksikielinen kunta, jossa enemmistön kieli on suomi",Tvåspråkig kommun med finska som flertalets språk,Bilingual municipality with Finnish-speaking majority,"11",Helsinki,Helsingfors,Helsinki,2022,"1",Helsinki-Uusimaa,Helsingfors - Nyland,Helsinki-Uusimaa,"25",Helsingin ja Uudenmaan SHP,Helsingfors och Nylands SVD,Helsinki and Uusimaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1B,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,"2",Uudenmaan vaalipiiri,Nylands valkrets,Uusimaa constituency,"3",Länsi-Uudenmaan hyvinvointialue,Västra Nylands välfärdsområde,West Uusimaa wellbeing services county,"444",Lohja,Lohja,Lojo,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,III kuntaryhmä,3,Kommungrupp III,Municipality in category III,10.7,"8256",5.14557953751771
Loimaa,kunta4500k_2022.143,"430","2022",Loimaa,Loimaa,Loimaa,Loimaa,Loimaa,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"2",Varsinais-Suomen ELY-keskus,NTM-centralen i Egentliga Finland,Southwest Finland ELY Centre,"2",Varsinais-Suomi,Egentliga Finland,Southwest Finland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"25",Loimaa,Loimaa,Loimaa,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"3",Varsinais-Suomen SHP,Egentliga Finlands SVD,Southwest Finland Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C1,Varsinais-Suomi,Egentliga Finland,Southwest Finland,"3",Varsinais-Suomen vaalipiiri,Egentliga Finlands valkrets,Varsinais-Suomi constituency,"5",Varsinais-Suomen hyvinvointialue,Egentliga Finlands välfärdsområde,Southwest Finland wellbeing services county,"430",Loimaa,Loimaa,Loimaa,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,15.9,"579",3.79046212833765
Loppi,kunta4500k_2022.144,"433","2022",Loppi,Loppi,Loppi,Loppi,Loppi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"4",Hämeen ELY-keskus,NTM-centralen i Tavastland,Häme ELY Centre,"5",Kanta-Häme,Egentliga Tavastland,Kanta-Häme,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"52",Riihimäki,Riihimäki,Riihimäki,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"5",Kanta-Hämeen SHP,Centrala Tavastlands SVD,Kanta-Häme Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C2,Kanta-Häme,Egentliga Tavastland,Kanta-Häme,"6",Hämeen vaalipiiri,Tavastlands valkrets,Häme constituency,"7",Kanta-Hämeen hyvinvointialue,Egentliga Tavastlands välfärdsområde,Kanta-Häme wellbeing services county,"433",Loppi,Loppi,Loppi,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,11.1,"3425",2.39924780219179
